LAD19CD,TacticalCell,LAD_int_Proportion of neighbourhoods in 20% most digitally excluded,LAD_int_Percentage of population who are ethnic minority,"LAD_int_Latest COVID-19 cases per 100,000",LAD_int_Fuel Poor Households,LAD_int_Homelessness (rate per 1000),LAD_int_Clinically extremely vulnerable,LAD_int_Unemployed receiving Universal Credit,LAD_int_People receiving Section 95 support,LAD_perc_Proportion of neighbourhoods in 20% most digitally excluded,LAD_perc_Percentage of population who are ethnic minority,"LAD_perc_Latest COVID-19 cases per 100,000",LAD_perc_Fuel Poor Households,LAD_perc_Homelessness (rate per 1000),LAD_perc_Clinically extremely vulnerable,LAD_perc_Unemployed receiving Universal Credit,LAD_perc_People receiving Section 95 support,tc_int_Proportion of neighbourhoods in 20% most digitally excluded,tc_int_Percentage of population who are ethnic minority,"tc_int_Latest COVID-19 cases per 100,000",tc_int_Fuel Poor Households,tc_int_Homelessness (rate per 1000),tc_int_Clinically extremely vulnerable,tc_int_Unemployed receiving Universal Credit,tc_int_People receiving Section 95 support,tc_perc_Proportion of neighbourhoods in 20% most digitally excluded,tc_perc_Percentage of population who are ethnic minority,"tc_perc_Latest COVID-19 cases per 100,000",tc_perc_Fuel Poor Households,tc_perc_Homelessness (rate per 1000),tc_perc_Clinically extremely vulnerable,tc_perc_Unemployed receiving Universal Credit,tc_perc_People receiving Section 95 support
E06000001,North,NA,NA,561.59,4274,1.017,4610,9194,272,0.5833333333333334,2.3,NA,10.1,NA,4.9,9.9,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000002,North,NA,NA,439.78,7092,0.613,7040,12703,530,0.5263157894736842,17.7,NA,11.9,NA,5,9,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000003,North,NA,NA,478.31,6385,0.591,6350,8280,111,0.47368421052631576,2.3,NA,10.3,NA,4.6,6.1,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000004,North,NA,NA,430.2,7474,0.492,9115,11803,640,0.4166666666666667,7.8,NA,9,NA,4.6,6,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000005,North,NA,NA,352.99,4402,0.281,5265,6258,198,0.3333333333333333,4,NA,9,NA,4.9,5.9,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000006,North,NA,NA,238.78,6085,0.457,6350,9970,195,0.25,2.7,NA,10.9,NA,4.9,7.8,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000007,North,NA,NA,259.51,8110,2.057,8290,10425,25,0.08,6.6,NA,9.1,NA,4,5,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000008,North,NA,NA,509.7,8793,0.789,5630,11650,315,0.16666666666666666,34.3,NA,14.6,NA,3.8,7.8,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000009,North,NA,NA,287.57,10280,1.092,6800,13578,NA,0,2.4,NA,15.2,NA,4.9,9.7,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000010,North,NA,NA,736.78,12445,3.809,11520,20083,497,0.5,4.8,NA,10.6,NA,4.4,7.7,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000011,North,NA,NA,427.94,14027,1.822,14655,11838,NA,0.23255813953488372,1.8,NA,9.4,NA,4.3,3.5,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000012,Central,NA,NA,495.1,7380,1.464,6620,11142,76,0.5217391304347826,3.2,NA,10.1,NA,4.1,7,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000013,Central,NA,NA,468.97,7222,1,7030,9072,3,0.08695652173913043,4.8,NA,9.8,NA,4.1,5.3,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000014,North,NA,NA,171.4,7408,1.076,7620,7080,NA,0.041666666666666664,5.2,NA,8.5,NA,3.6,3.4,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000015,Central,NA,NA,382.43,12611,4.345,8375,15950,817,0.22580645161290322,19.6,NA,11.6,NA,3.3,6.2,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000016,Central,NA,NA,494.32,19078,0.827,13450,24043,802,0.35135135135135137,53.3,NA,14.6,NA,3.8,6.8,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000018,Central,NA,NA,245.72,18666,4.128,10760,21825,849,0.4473684210526316,29.2,NA,13.9,NA,3.3,6.6,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000017,Central,NA,NA,120.22,1744,1.902,1220,1090,1,0,NA,NA,10.9,NA,3.1,2.7,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000019,Central,NA,NA,183.09,10682,0.505,7095,6661,NA,0.43478260869565216,1.5,NA,12.9,NA,3.7,3.5,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000020,Central,NA,NA,330.27,6607,0.961,5775,9797,6,0.5652173913043478,9.2,NA,9.4,NA,3.2,5.5,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000021,Central,NA,NA,538.27,14143,1.811,11245,17875,942,0.9117647058823529,14.1,NA,12.4,NA,4.4,7,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000022,South and the Channel Islands,NA,NA,233.34,7335,1.041,6615,7753,NA,0.037037037037037035,4.6,NA,9.1,NA,3.4,4,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000023,South and the Channel Islands,NA,NA,459.67,19572,4.736,14410,24927,245,0.07272727272727272,13.5,NA,9.8,NA,3.1,5.4,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000024,South and the Channel Islands,NA,NA,284.12,7343,1.209,7710,8611,5,0.038461538461538464,4.5,NA,7.6,NA,3.6,4,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000025,South and the Channel Islands,NA,NA,332.17,7928,1.335,10745,8642,78,0,6.5,NA,6.7,NA,3.8,3.1,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000026,South and the Channel Islands,NA,NA,208.7,12418,2.603,10875,16259,297,0.3125,4.6,NA,10.3,NA,4.1,6.2,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000027,South and the Channel Islands,NA,NA,202.55,6467,2.277,6100,8026,1,0.058823529411764705,3.7,NA,10,NA,4.5,5.9,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000058,South and the Channel Islands,NA,NA,221.59,4967.333333333333,2.1492916666666666,15170,20911,7,0.020833333333333332,7.8,NA,7.733333333333333,NA,3.8,5.3,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000030,South and the Channel Islands,NA,NA,192.63,6651,1.661,7825,12435,196,0.18518518518518517,17.6,NA,6.8,NA,3.5,5.6,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000031,Central,NA,NA,204.19,7547,7.502,5830,13648,179,0.045454545454545456,16.5,NA,9.5,NA,2.9,6.8,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000032,South East,NA,NA,280.68,9219,4.927,9815,14541,157,0,48.8,NA,11.6,NA,4.6,6.8,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E06000033,South East,NA,NA,174.74,7409,1.805,7200,12576,54,0,10.5,NA,9.3,NA,3.9,6.9,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E06000034,South East,NA,NA,204.2,5815,3.758,9845,10672,176,0,22.9,NA,8.7,NA,5.7,6.2,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E06000035,South East,NA,NA,299.04,10291,3.049,9915,16065,8,0,7.3,NA,9,NA,3.6,5.8,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E06000036,South and the Channel Islands,NA,NA,128.93,2544,2.014,4060,4179,1,0,14.4,NA,5.2,NA,3.3,3.4,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000037,South and the Channel Islands,NA,NA,119.91,4401,0.335,4330,5105,NA,0,5.5,NA,6.6,NA,2.7,3.2,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000038,South and the Channel Islands,NA,NA,151.44,6056,4.965,4640,8755,23,0,22.7,NA,9,NA,2.8,5.4,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000039,South and the Channel Islands,NA,NA,338.37,4815,4.865,4215,10118,66,0,61.3,NA,8.9,NA,2.8,6.8,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000040,South and the Channel Islands,NA,NA,182.27,3829,0.633,4210,4891,3,0,15.4,NA,6.1,NA,2.8,3.2,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000041,South and the Channel Islands,NA,NA,133.82,3498,1.596,4525,4364,1,0,14.8,NA,5.4,NA,2.7,2.6,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000042,South and the Channel Islands,NA,NA,188.53,6290,6.965,14205,12588,10,0,23.3,NA,5.9,NA,5.3,4.7,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000043,South East,NA,NA,151.61,14575,3.479,9335,17361,60,0,11.2,NA,11.2,NA,3.2,6,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E06000044,South East,NA,NA,291.76,9859,5.51,6955,12409,251,0.04,13,NA,10.8,NA,3.2,5.8,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E06000045,South East,NA,NA,215.03,10964,2.233,10200,17194,139,0,16.4,NA,10.4,NA,4,6.8,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E06000046,South East,NA,NA,76.88,7310,1.284,5490,6711,NA,0,3.1,NA,11.2,NA,3.9,4.7,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E06000047,North,NA,NA,375.59,22919,0.623,25835,33529,1,0.6515151515151515,1.7,NA,9.8,NA,4.9,6.4,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000049,North,NA,NA,215.8,16441,0.606,14385,14720,37,0,5.7,NA,9.8,NA,3.8,3.9,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000050,North,NA,NA,285.07,15769,0.662,14210,16213,135,0,NA,NA,10.6,NA,4.2,4.8,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E06000051,Central,NA,NA,221.27,16826,2.104,10795,11857,NA,0.38461538461538464,3,NA,12.3,NA,3.4,3.7,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E06000052,South and the Channel Islands,NA,NA,84.29,31826,1.252,26181,27349,5,0.0547945205479452,2.3,NA,12.6,NA,4.6,4.8,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000053,South and the Channel Islands,NA,NA,NA,231,0,104,40,NA,0,NA,NA,20.9,NA,4.6,1.8,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000054,South and the Channel Islands,NA,NA,121.79,17540,1.303,17955,18099,5,0,3.4,NA,8.2,NA,3.6,3.6,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000055,South East,NA,NA,166.19,6900,3.698,6070,9855,5,0,21.4,NA,10.1,NA,3.5,5.7,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E06000056,South East,NA,NA,117.79,9307,1.488,12625,9812,10,0,8.3,NA,8.4,NA,4.5,3.5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E06000057,North,NA,NA,285.95,14182,1.346,16680,14142,208,0.3,NA,NA,9.8,NA,5.2,4.4,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000004,South and the Channel Islands,NA,NA,NA,3758.75,2.136,NA,6372,NA,0,NA,NA,6.7,NA,NA,3.2,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000005,South and the Channel Islands,NA,NA,NA,3758.75,1.499,NA,2692,NA,0,NA,NA,6.7,NA,NA,2.8,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000006,South and the Channel Islands,NA,NA,NA,3758.75,2.506,17410,2097,NA,0,NA,NA,6.7,NA,24.9,3,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000007,South and the Channel Islands,NA,NA,NA,3758.75,1.554,NA,6780,NA,0,NA,NA,6.7,NA,NA,3.9,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000008,Central,NA,NA,NA,5522,3.059,4140,4386,5,0,18.2,NA,11.1,NA,3.3,3.5,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000009,Central,NA,NA,NA,3661,2.12,3430,2526,NA,0,6.3,NA,9.9,NA,3.8,2.8,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000010,Central,NA,NA,NA,4660,2.563,4745,5056,NA,0.09090909090909091,NA,NA,10.8,NA,4.7,5,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000011,Central,NA,NA,NA,6242,3.439,7335,5642,NA,0,6.2,NA,8.4,NA,4.1,3.2,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000012,Central,NA,NA,NA,5324,2.356,6495,4041,NA,0,7.4,NA,8.3,NA,4.1,2.6,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000026,North,NA,NA,NA,6091,0.41,4020,4697,NA,0.25,NA,NA,13.8,NA,4.1,4.8,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000027,North,NA,NA,NA,4699,0.129,4790,2961,NA,0,NA,NA,14.4,NA,7.1,4.4,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000028,North,NA,NA,NA,6077,0.75,3855,4758,NA,0.07692307692307693,NA,NA,12,NA,3.6,4.4,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000029,North,NA,NA,NA,4350,0.311,2945,3359,1,0.5,NA,NA,13.6,NA,4.3,4.9,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000030,North,NA,NA,NA,3536,0,2315,1379,NA,0,NA,NA,14.7,NA,4.4,2.6,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000031,North,NA,NA,NA,6123,0.6,4490,2505,1,0,NA,NA,12.5,NA,4.3,2.4,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000032,Central,NA,NA,NA,5867,1.584,4550,5200,NA,0.125,NA,NA,10.5,NA,3.6,4.1,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000033,Central,NA,NA,NA,3754,1.016,3400,3895,NA,0.6,NA,NA,10.8,NA,4.3,4.9,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000034,Central,NA,NA,NA,5140,1.246,3610,5540,5,0.46153846153846156,9.2,NA,10.4,NA,3.5,5.3,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000035,Central,NA,NA,NA,4130,1.427,2525,1788,NA,0,NA,NA,12.6,NA,3.5,2.5,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000036,Central,NA,NA,NA,5340,0.449,4160,6034,NA,0.2,10.3,NA,10.3,NA,3.6,5.2,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000037,Central,NA,NA,NA,4346,0.995,3625,3299,1,0.09090909090909091,NA,NA,10.5,NA,3.9,3.6,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000038,Central,NA,NA,NA,4760,0.038,3430,3793,NA,0.15384615384615385,NA,NA,10.4,NA,3.4,3.8,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000039,Central,NA,NA,NA,4067,2.641,3495,3560,NA,0,10.5,NA,9.8,NA,3.3,3.4,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000040,South and the Channel Islands,NA,NA,NA,6267,0.225,6065,4544,1,0.1,4.4,NA,9.7,NA,4.2,3.1,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000041,South and the Channel Islands,NA,NA,NA,5613,1.567,3770,4722,1,0,8.1,NA,10.4,NA,2.9,3.6,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000042,South and the Channel Islands,NA,NA,NA,3972,0.974,3175,2893,NA,0,NA,NA,11,NA,3.9,3.5,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000043,South and the Channel Islands,NA,NA,NA,5147,1.61,4245,4378,NA,0.14285714285714285,NA,NA,11.7,NA,4.4,4.6,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000044,South and the Channel Islands,NA,NA,NA,4383,0.166,3260,3111,NA,0,NA,NA,10.8,NA,3.8,3.6,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
