LAD19CD,TacticalCell,LAD_int_Proportion of neighbourhoods in 20% most digitally excluded,LAD_int_Percentage of population who are ethnic minority,"LAD_int_Latest COVID-19 cases per 100,000",LAD_int_Fuel Poor Households,LAD_int_Homelessness (rate per 1000),LAD_int_Clinically extremely vulnerable,LAD_int_Unemployed receiving Universal Credit,LAD_int_People receiving Section 95 support,LAD_perc_Proportion of neighbourhoods in 20% most digitally excluded,LAD_perc_Percentage of population who are ethnic minority,"LAD_perc_Latest COVID-19 cases per 100,000",LAD_perc_Fuel Poor Households,LAD_perc_Homelessness (rate per 1000),LAD_perc_Clinically extremely vulnerable,LAD_perc_Unemployed receiving Universal Credit,LAD_perc_People receiving Section 95 support,tc_int_Proportion of neighbourhoods in 20% most digitally excluded,tc_int_Percentage of population who are ethnic minority,"tc_int_Latest COVID-19 cases per 100,000",tc_int_Fuel Poor Households,tc_int_Homelessness (rate per 1000),tc_int_Clinically extremely vulnerable,tc_int_Unemployed receiving Universal Credit,tc_int_People receiving Section 95 support,tc_perc_Proportion of neighbourhoods in 20% most digitally excluded,tc_perc_Percentage of population who are ethnic minority,"tc_perc_Latest COVID-19 cases per 100,000",tc_perc_Fuel Poor Households,tc_perc_Homelessness (rate per 1000),tc_perc_Clinically extremely vulnerable,tc_perc_Unemployed receiving Universal Credit,tc_perc_People receiving Section 95 support
E07000045,South and the Channel Islands,NA,NA,NA,5717,0.5,6330,4944,NA,0,NA,NA,9.6,NA,4.8,3.7,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000046,South and the Channel Islands,NA,NA,NA,3854,0.924,3075,2986,NA,0,NA,NA,12.6,NA,4.5,4.4,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000047,South and the Channel Islands,NA,NA,NA,3056,0.778,2450,1874,3,0,NA,NA,12.3,NA,4.4,3.4,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E06000059,South and the Channel Islands,NA,NA,105.15,3057.2,1.265468085106383,15235,13428,NA,0,2.6,NA,8.84,NA,4,3.6,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000061,South East,NA,NA,NA,4125,2.052,3835,6672,1,0.07692307692307693,11.6,NA,8.5,NA,3.7,6.5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000062,South East,NA,NA,NA,5051,5.831,3545,8165,89,0,NA,NA,11.5,NA,3.8,8.8,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000063,South East,NA,NA,NA,3615,1.569,4395,4460,NA,0,NA,NA,8,NA,4.3,4.3,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000064,South East,NA,NA,NA,4650,2.552,3875,4588,NA,0,NA,NA,10.6,NA,4.1,4.8,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000065,South East,NA,NA,NA,5701,1.766,5925,5423,NA,0,NA,NA,8.5,NA,3.7,3.4,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000066,South East,NA,NA,NA,6034,2.594,8125,11615,59,0.045454545454545456,11,NA,7.8,NA,4.4,6.2,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000067,South East,NA,NA,NA,6064,0.934,6205,6865,NA,0,NA,NA,9.3,NA,4.1,4.5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000069,South East,NA,NA,NA,3506,2.186,4115,3916,NA,0,NA,NA,9,NA,4.6,4.3,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000068,South East,NA,NA,NA,2439,1.91,2665,3027,3,0,NA,NA,7.5,NA,3.5,4,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000070,South East,NA,NA,NA,5855,4.093,5760,6233,2,0,NA,NA,7.9,NA,3.3,3.5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000071,South East,NA,NA,NA,7195,3.799,7115,8246,8,0,10,NA,9.4,NA,3.7,4.3,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000072,South East,NA,NA,NA,4572,1.177,5335,5883,17,0,17.8,NA,8.2,NA,4.1,4.5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000073,South East,NA,NA,NA,2781,3.817,4860,6192,28,0.36363636363636365,NA,NA,7.5,NA,5.6,7.2,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000074,South East,NA,NA,NA,2936,1.118,3055,2396,2,0,NA,NA,10.7,NA,4.7,3.7,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000075,South East,NA,NA,NA,3053,2.396,4820,2970,4,0,NA,NA,8.5,NA,5.5,3.4,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000076,South East,NA,NA,NA,7239,1.276,7580,8716,2,0.2222222222222222,NA,NA,10.9,NA,5.2,6,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000077,South East,NA,NA,NA,3117,1.534,2970,2777,NA,0,NA,NA,9.3,NA,3.3,3.1,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000078,South and the Channel Islands,NA,NA,NA,4550,1.808,4030,4999,21,0.06666666666666667,10.2,NA,8.1,NA,3.4,4.3,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000079,South and the Channel Islands,NA,NA,NA,3794,0.811,3525,2844,NA,0,NA,NA,9.5,NA,4,3.2,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000080,South and the Channel Islands,NA,NA,NA,4371,0.53,3670,3670,NA,0,NA,NA,11.7,NA,4.2,4.2,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000081,South and the Channel Islands,NA,NA,NA,4387,4.013,5365,6745,103,0.13333333333333333,11,NA,7.9,NA,4.1,5.2,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000082,South and the Channel Islands,NA,NA,NA,4587,0.688,4815,4073,NA,0,NA,NA,8.8,NA,4,3.4,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000083,South and the Channel Islands,NA,NA,NA,2845,1.581,3440,3202,2,0,NA,NA,7.4,NA,3.7,3.5,NA,NA,NA,NA,277279.0333333333,NA,296880,338962,1087,0.03931451612903226,10.2,NA,8.8,NA,3.9,4.2,NA
E07000084,South East,NA,NA,NA,4563,1.071,6085,6028,NA,0,5.1,NA,6.1,NA,3.5,3.4,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000085,South East,NA,NA,NA,3560,1.238,5155,3471,NA,0,NA,NA,7,NA,4.3,2.9,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000086,South East,NA,NA,NA,3519,0.037,4285,4613,5,0,NA,NA,6.3,NA,3.3,3.5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000087,South East,NA,NA,NA,2935,1.408,4195,3001,10,0,NA,NA,5.9,NA,3.6,2.6,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000088,South East,NA,NA,NA,2739,2.889,3590,3833,1,0,NA,NA,7.2,NA,4.2,4.5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000089,South East,NA,NA,NA,2090,0.682,3990,2146,2,0,13.2,NA,5.5,NA,4.1,2.2,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000090,South East,NA,NA,NA,4260,0.579,5700,5759,3,0,NA,NA,7.8,NA,4.5,4.6,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000091,South East,NA,NA,NA,6296,1.463,7710,5484,NA,0,NA,NA,7.6,NA,4.3,3.1,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000092,South East,NA,NA,NA,2521,2.421,3140,3800,6,0,17.7,NA,6.4,NA,3.3,4,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000093,South East,NA,NA,NA,3526,0.96,4225,3897,NA,0,NA,NA,6.9,NA,3.4,3.1,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000094,South East,NA,NA,NA,3906,0.934,4065,3562,NA,0,5.7,NA,7.8,NA,3.3,2.9,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000095,South East,NA,NA,NA,2998,6.11,3485,5261,12,0,14,NA,7.5,NA,3.6,5.4,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000096,South East,NA,NA,NA,4700,2.745,5070,5980,2,0,8.6,NA,7.4,NA,3.3,3.9,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000098,South East,NA,NA,NA,3240,3.118,3685,4600,10,0,14,NA,7.6,NA,3.5,4.4,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000099,South East,NA,NA,NA,4478,1.361,5540,4553,1,0.06666666666666667,6.4,NA,7.8,NA,4.2,3.4,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000102,South East,NA,NA,NA,2760,1.611,3320,3298,NA,0,17.5,NA,7.4,NA,3.6,3.5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000103,South East,NA,NA,NA,3317,3.39,2695,5385,8,0,35.6,NA,8.5,NA,2.8,5.6,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000105,South East,NA,NA,NA,4362,2.911,4920,6468,4,0,7.1,NA,8.5,NA,3.8,5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000106,South East,NA,NA,NA,6576,1.491,5730,7275,2,0,5.9,NA,10.1,NA,3.5,4.4,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000107,South East,NA,NA,NA,2926,3.568,3885,5288,6,0,12.8,NA,6.8,NA,3.5,4.8,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000108,South East,NA,NA,NA,5196,3.066,5450,7235,NA,0,NA,NA,10.1,NA,4.7,6.2,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000109,South East,NA,NA,NA,3826,0.568,4470,6357,15,0,15.3,NA,8.8,NA,4.2,6,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000110,South East,NA,NA,NA,5419,3.22,5780,7062,NA,0,10.8,NA,8,NA,3.4,4.2,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000111,South East,NA,NA,NA,3685,0.7,4550,3852,NA,0,NA,NA,7.3,NA,3.8,3.2,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000112,South East,NA,NA,NA,5157,1.812,5345,6216,12,0,10.4,NA,10.2,NA,4.7,5.5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000113,South East,NA,NA,NA,5491,2.482,6115,8936,4,0,NA,NA,9.2,NA,4.1,6,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000114,South East,NA,NA,NA,6826,2.841,6880,12268,1,0,NA,NA,10.7,NA,4.9,8.7,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000115,South East,NA,NA,NA,3770,1.835,4190,4335,NA,0,NA,NA,7.3,NA,3.2,3.3,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000116,South East,NA,NA,NA,4276,0.85,3640,4077,2,0,10.3,NA,8.5,NA,3.1,3.5,NA,NA,NA,NA,362806,NA,404735,466942,1253,0.009569377990430622,13.6,NA,8.3,NA,3.9,4.5,NA
E07000117,North,NA,NA,NA,5353,0.951,3825,7801,69,0.16666666666666666,10.7,NA,13.6,NA,4.3,8.8,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000118,North,NA,NA,NA,4687,0.186,3905,4515,41,0,8.9,NA,10,NA,3.3,3.9,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000119,North,NA,NA,NA,3527,0.273,3120,3171,19,0,NA,NA,9.7,NA,3.9,4,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000120,North,NA,NA,NA,4727,0,3230,5886,42,0.2222222222222222,10.9,NA,13.1,NA,4,7.3,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000121,North,NA,NA,NA,8370,0.99,5670,7999,140,0.1111111111111111,NA,NA,13.8,NA,3.9,5.5,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000122,North,NA,NA,NA,5935,0.255,3510,5388,61,0.07692307692307693,32.6,NA,15.2,NA,3.8,5.9,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000123,North,NA,NA,NA,8057,0.699,4240,8893,191,0,17.4,NA,13.4,NA,3,6.3,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000124,North,NA,NA,NA,2791,0.158,1965,1430,20,0,NA,NA,11.1,NA,3.3,2.4,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000125,North,NA,NA,NA,3450,1.191,2595,3722,103,0,NA,NA,11.3,NA,3.7,5.3,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000126,North,NA,NA,NA,4515,0.892,3920,3988,58,0,NA,NA,9.3,NA,3.5,3.6,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000127,North,NA,NA,NA,5477,0.606,5025,5329,114,0,NA,NA,11.5,NA,4.4,4.7,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000128,North,NA,NA,NA,5500,0,5540,5116,21,0.2857142857142857,NA,NA,11.1,NA,5,4.6,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000129,Central,NA,NA,NA,3433,0.369,3620,3357,NA,0,5.4,NA,8.4,NA,3.6,3.3,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000130,Central,NA,NA,NA,7105,1.846,6195,6382,12,0,13.2,NA,10.1,NA,3.4,3.5,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000131,Central,NA,NA,NA,3285,0.403,3110,2795,2,0,7,NA,8.9,NA,3.4,3,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000132,Central,NA,NA,NA,4359,1.635,4140,4368,NA,0.07142857142857142,7.9,NA,9,NA,3.7,3.9,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000133,Central,NA,NA,NA,2412,2.929,1700,1893,NA,0,NA,NA,10.6,NA,3.3,3.7,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000134,Central,NA,NA,NA,4052,0.507,3625,3880,NA,0,NA,NA,9.8,NA,3.5,3.8,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000135,Central,NA,NA,NA,2017,2.422,2130,2079,50,0.16666666666666666,33.1,NA,8.9,NA,3.7,3.6,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000136,Central,NA,NA,NA,3461,0.131,3070,3486,2,0.375,NA,NA,12,NA,4.4,5,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000137,Central,NA,NA,NA,9312,1.083,6480,7562,NA,0.5,NA,NA,14.4,NA,4.6,5.4,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000138,Central,NA,NA,NA,4672,4.485,2785,6126,2,0.18181818181818182,NA,NA,11,NA,2.8,6.2,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000139,Central,NA,NA,NA,5047,1.717,5245,3627,NA,0,NA,NA,10.4,NA,4.5,3.1,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000140,Central,NA,NA,NA,4579,1.024,3445,3882,NA,0.2727272727272727,NA,NA,11.6,NA,3.7,4.1,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000141,Central,NA,NA,NA,6075,3.085,6700,6090,NA,0.125,NA,NA,10,NA,4.7,4.3,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000142,Central,NA,NA,NA,5207,1.576,3525,4059,NA,0,NA,NA,12.8,NA,3.7,4.3,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000143,Central,NA,NA,NA,6573,1.099,5915,5004,1,0.058823529411764705,NA,NA,11.3,NA,4.2,3.6,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000144,Central,NA,NA,NA,5398,1.978,6195,3673,8,0.05555555555555555,NA,NA,9.5,NA,4.8,2.8,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000145,Central,NA,NA,NA,5705,2.37,4290,8108,NA,0.46153846153846156,NA,NA,12.7,NA,4.3,8.2,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000146,Central,NA,NA,NA,8187,1.733,7110,5899,NA,0.21052631578947367,6.5,NA,12.2,NA,4.7,3.9,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000147,Central,NA,NA,NA,6661,2.165,5195,3540,NA,0.07142857142857142,NA,NA,13.5,NA,5,3.4,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000148,Central,NA,NA,NA,7129,1.171,5600,8159,103,0.21428571428571427,7,NA,11.1,NA,4,5.8,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000149,Central,NA,NA,NA,5994,0.691,6880,4179,2,0.06666666666666667,NA,NA,10.6,NA,5,3,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000150,Central,NA,NA,NA,2401,3.588,2915,4560,NA,0,NA,NA,8.9,NA,4.1,6.4,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000151,Central,NA,NA,NA,3429,1.553,3285,3298,NA,0,NA,NA,10.2,NA,3.9,3.9,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000152,Central,NA,NA,NA,3753,1.611,2890,3315,3,0,NA,NA,9.9,NA,3.1,3.5,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000153,Central,NA,NA,NA,3993,3.604,3715,4733,7,0,NA,NA,9.5,NA,3.7,4.7,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000154,Central,NA,NA,NA,8167,4.84,8365,12061,7,0.03225806451612903,19.2,NA,8.7,NA,3.7,5.4,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000155,Central,NA,NA,NA,3596,0.97,3345,2303,NA,0,NA,NA,9.7,NA,3.6,2.5,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000156,Central,NA,NA,NA,3331,4.284,3905,3697,7,0.1,12.2,NA,9.8,NA,4.9,4.7,NA,NA,NA,NA,615752.5,NA,516055,698460,8802,0.3305084745762712,19.6,NA,11.1,NA,3.8,5.2,NA
E07000164,North,NA,NA,NA,3790,0.605,3220,2874,NA,0,NA,NA,9.5,NA,3.5,3.2,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000163,North,NA,NA,NA,2733,0.079,2965,1823,NA,0,NA,NA,10.6,NA,5.2,3.2,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E07000165,North,NA,NA,NA,5832,1.964,6005,5407,1,0,NA,NA,8.3,NA,3.7,3.4,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
