LAD19CD,TacticalCell,LAD_int_Proportion of neighbourhoods in 20% most digitally excluded,LAD_int_Percentage of population who are ethnic minority,"LAD_int_Latest COVID-19 cases per 100,000",LAD_int_Fuel Poor Households,LAD_int_Homelessness (rate per 1000),LAD_int_Clinically extremely vulnerable,LAD_int_Unemployed receiving Universal Credit,LAD_int_People receiving Section 95 support,LAD_perc_Proportion of neighbourhoods in 20% most digitally excluded,LAD_perc_Percentage of population who are ethnic minority,"LAD_perc_Latest COVID-19 cases per 100,000",LAD_perc_Fuel Poor Households,LAD_perc_Homelessness (rate per 1000),LAD_perc_Clinically extremely vulnerable,LAD_perc_Unemployed receiving Universal Credit,LAD_perc_People receiving Section 95 support,tc_int_Proportion of neighbourhoods in 20% most digitally excluded,tc_int_Percentage of population who are ethnic minority,"tc_int_Latest COVID-19 cases per 100,000",tc_int_Fuel Poor Households,tc_int_Homelessness (rate per 1000),tc_int_Clinically extremely vulnerable,tc_int_Unemployed receiving Universal Credit,tc_int_People receiving Section 95 support,tc_perc_Proportion of neighbourhoods in 20% most digitally excluded,tc_perc_Percentage of population who are ethnic minority,"tc_perc_Latest COVID-19 cases per 100,000",tc_perc_Fuel Poor Households,tc_perc_Homelessness (rate per 1000),tc_perc_Clinically extremely vulnerable,tc_perc_Unemployed receiving Universal Credit,tc_perc_People receiving Section 95 support
E08000032,North,NA,NA,494.83,25934,1.97,25435,40810,1170,0.19672131147540983,36.1,NA,12.4,NA,4.7,7.6,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E08000033,North,NA,NA,472.91,9448,0.563,8395,13884,356,0.037037037037037035,9.7,NA,10.2,NA,4,6.6,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E08000034,North,NA,NA,538.67,19294,2.626,18105,25950,754,0.1016949152542373,20.7,NA,10.6,NA,4.1,5.9,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E08000035,North,NA,NA,413.42,34657,1.149,38375,42884,848,0.1308411214953271,15.3,NA,10.3,NA,4.9,5.4,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E08000036,North,NA,NA,451.61,12915,1.552,13515,17517,274,0.3333333333333333,6,NA,8.8,NA,3.9,5.1,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E08000037,North,NA,NA,386.53,8047,2.471,8780,13777,576,0.4074074074074074,6,NA,8.6,NA,4.3,6.8,NA,NA,NA,NA,716982,NA,696460,910658,20150,0.22722513089005236,12.6,NA,11,NA,4.6,6,NA
E09000002,London,NA,NA,240.01,9008,8.749,8140,18354,751,0,52.4,NA,12.3,NA,3.8,8.7,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000001,London,NA,NA,163.66,250,4.681,236,242,NA,0,NA,NA,5.5,NA,2.7,2.8,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000003,London,NA,NA,174.05,16766,3.456,12555,22679,137,0,35.3,NA,11.8,NA,3.2,5.8,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000004,London,NA,NA,271.86,8783,5.12,10375,11175,85,0.07142857142857142,20.2,NA,9,NA,4.2,4.5,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000005,London,NA,NA,205.6,15783,5.236,17160,25763,194,0,63.4,NA,13.7,NA,5.2,7.8,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000006,London,NA,NA,154.96,11746,5.016,12255,13648,41,0,22.4,NA,8.6,NA,3.7,4.1,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000007,London,NA,NA,133.32,12193,0.713,6885,12443,22,0,39.8,NA,11.9,NA,2.6,4.7,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000008,London,NA,NA,156.45,17108,6.159,13320,31697,264,0.06818181818181818,41.5,NA,11.2,NA,3.5,8.2,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000009,London,NA,NA,252.48,16464,5.591,20440,25913,502,0,51.3,NA,12.6,NA,6,7.6,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000010,London,NA,NA,210.31,15911,7.897,9805,25424,377,0,38.9,NA,12.7,NA,2.9,7.6,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000011,London,NA,NA,176.08,11798,4.862,8550,18859,241,0,40.2,NA,11.1,NA,3,6.6,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000012,London,NA,NA,163.66,12980,8.322,7584,20388,44,0,43.7,NA,12.2,NA,2.7,7.3,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000013,London,NA,NA,207.95,9585,4.269,8410,13239,14,0,30.8,NA,11.3,NA,4.5,7.1,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000014,London,NA,NA,140.71,15393,5.2,9060,22397,198,0,33.2,NA,14.4,NA,3.3,8.3,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000015,London,NA,NA,183.55,10364,4.914,10970,13901,130,0,55.8,NA,11.7,NA,4.4,5.6,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000016,London,NA,NA,357.15,9200,3.405,9385,13136,337,0,22.7,NA,9,NA,3.6,5.1,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000017,London,NA,NA,230.06,10663,2.712,15130,16987,554,0,55.1,NA,10.1,NA,5,5.6,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000018,London,NA,NA,183.78,11494,3.911,21225,22537,414,0,47.6,NA,11.6,NA,7.8,8.3,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000019,London,NA,NA,159.61,10763,3.219,6760,15218,30,0,35.1,NA,11,NA,2.8,6.4,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000020,London,NA,NA,140.91,10208,7.566,5635,7155,13,0.047619047619047616,30.2,NA,12.4,NA,3.6,4.6,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000021,London,NA,NA,184.22,6955,3.187,5520,7287,25,0,25.2,NA,10.4,NA,3.1,4.2,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000022,London,NA,NA,151.21,15209,3.669,9190,23822,49,0,37.5,NA,11.2,NA,2.8,7.3,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000023,London,NA,NA,125.88,14739,5.603,9755,23333,70,0,37,NA,12.1,NA,3.2,7.7,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000024,London,NA,NA,168,9282,1.581,6385,12319,75,0,41.1,NA,11.2,NA,3.1,6,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000025,London,NA,NA,199.36,17205,11.082,12105,30269,881,0,65.5,NA,16.1,NA,3.4,8.6,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000026,London,NA,NA,263.09,13172,4.648,9065,19619,584,0,54,NA,12.7,NA,3,6.5,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000027,London,NA,NA,119.69,8280,2.562,6970,6724,20,0,16.5,NA,9.9,NA,3.5,3.4,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000028,London,NA,NA,117.62,12426,5.932,10665,25616,238,0,43.3,NA,9.9,NA,3.4,8.1,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000029,London,NA,NA,178.34,6897,3.515,7060,11415,19,0,23.4,NA,8.4,NA,3.5,5.6,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000030,London,NA,NA,254.35,10118,3.869,8120,26323,40,0,55,NA,9.5,NA,2.6,8.3,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000031,London,NA,NA,215.18,14437,8.219,7770,21237,227,0,34.7,NA,14.2,NA,2.8,7.7,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000032,London,NA,NA,175.93,13765,6.187,8845,15562,25,0,21.6,NA,10.1,NA,2.7,4.8,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
E09000033,London,NA,NA,151.92,12979,4.482,8330,11611,31,0,41.5,NA,11.7,NA,3.3,4.5,NA,NA,NA,NA,391924,NA,323660,586292,6632,0.006103763987792472,40.3,NA,11.4,NA,3.6,6.6,NA
S12000005,Scotland,NA,NA,NA,NA,NA,NA,3553,NA,0.16666666666666666,2.9,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000006,Scotland,NA,NA,NA,NA,NA,NA,6976,NA,0.65,1.2,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000008,Scotland,NA,NA,NA,NA,NA,NA,9088,2,0.6,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000010,Scotland,NA,NA,NA,NA,NA,NA,5731,NA,0,2.1,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000011,Scotland,NA,NA,NA,NA,NA,NA,2779,NA,0.05,8.6,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000013,Scotland,NA,NA,NA,NA,NA,NA,916,NA,0.6666666666666666,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000014,Scotland,NA,NA,NA,NA,NA,NA,8682,NA,0.40476190476190477,2.4,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000047,Scotland,NA,NA,NA,NA,NA,NA,22696,2,0.375,3.2,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000017,Scotland,NA,NA,NA,NA,NA,NA,11730,NA,0.23214285714285715,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000018,Scotland,NA,NA,NA,NA,NA,NA,5885,NA,0.6470588235294118,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000019,Scotland,NA,NA,NA,NA,NA,NA,5068,1,0.13636363636363635,5.1,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000020,Scotland,NA,NA,NA,NA,NA,NA,3665,NA,0.16666666666666666,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000021,Scotland,NA,NA,NA,NA,NA,NA,10490,NA,0.5263157894736842,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000023,Scotland,NA,NA,NA,NA,NA,NA,594,NA,0.16666666666666666,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000048,Scotland,NA,NA,NA,NA,NA,NA,6059,3,0.17142857142857143,1.9,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000026,Scotland,NA,NA,NA,NA,NA,NA,4936,NA,0.36666666666666664,1.7,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000027,Scotland,NA,NA,NA,NA,NA,NA,670,NA,0.14285714285714285,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000028,Scotland,NA,NA,NA,NA,NA,NA,6693,1,0.44,2.1,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000029,Scotland,NA,NA,NA,NA,NA,NA,19131,4,0.43902439024390244,2.7,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000030,Scotland,NA,NA,NA,NA,NA,NA,4276,NA,0.20833333333333334,3.6,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000033,Scotland,NA,NA,NA,NA,NA,NA,10192,NA,0.1836734693877551,15.2,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000034,Scotland,NA,NA,NA,NA,NA,NA,7970,NA,0.13559322033898305,3.2,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000035,Scotland,NA,NA,NA,NA,NA,NA,3663,NA,0.34782608695652173,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000036,Scotland,NA,NA,NA,NA,NA,NA,21026,19,0.05405405405405406,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000038,Scotland,NA,NA,NA,NA,NA,NA,9404,5,0.3684210526315789,3.9,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000039,Scotland,NA,NA,NA,NA,NA,NA,5800,NA,0.7222222222222222,1.8,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000040,Scotland,NA,NA,NA,NA,NA,NA,9600,NA,0.2702702702702703,2.7,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000041,Scotland,NA,NA,NA,NA,NA,NA,5855,NA,0.4230769230769231,1.6,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000042,Scotland,NA,NA,NA,NA,NA,NA,10697,2,0.45161290322580644,8.2,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000050,Scotland,NA,NA,NA,NA,NA,NA,22062,7,0.5897435897435898,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000045,Scotland,NA,NA,NA,NA,NA,NA,3943,NA,0.07142857142857142,5.7,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
S12000049,Scotland,NA,NA,NA,NA,NA,NA,46275,3798,0.4852941176470588,16.4,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,296105,3844,0.3424550430023456,6.9,NA,NA,NA,NA,5.4,NA
W06000001,Wales,NA,NA,NA,NA,NA,NA,3145,NA,0.3333333333333333,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000002,Wales,NA,NA,NA,NA,NA,NA,5105,NA,0.7647058823529411,3.6,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000003,Wales,NA,NA,NA,NA,NA,NA,5946,6,0.26666666666666666,3.2,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000004,Wales,NA,NA,NA,NA,NA,NA,5526,NA,0.6,4.4,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000005,Wales,NA,NA,NA,NA,NA,NA,7636,NA,0.3,1.6,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000006,Wales,NA,NA,NA,NA,NA,NA,7736,141,0.4444444444444444,2.2,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000008,Wales,NA,NA,NA,NA,NA,NA,2674,NA,0.5555555555555556,2.1,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000009,Wales,NA,NA,NA,NA,NA,NA,5880,NA,0.6875,2,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000010,Wales,NA,NA,NA,NA,NA,NA,8385,NA,0.48,3.4,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000011,Wales,NA,NA,NA,NA,NA,NA,14112,863,0.6774193548387096,10.9,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000012,Wales,NA,NA,NA,NA,NA,NA,8948,NA,1,3,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000013,Wales,NA,NA,NA,NA,NA,NA,8003,NA,0.631578947368421,3.1,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000014,Wales,NA,NA,NA,NA,NA,NA,5803,3,0.06666666666666667,3.5,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000015,Wales,NA,NA,NA,NA,NA,NA,22205,1503,0.25,20.8,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000016,Wales,NA,NA,NA,NA,NA,NA,13538,2,0.8709677419354839,2.8,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000018,Wales,NA,NA,NA,NA,NA,NA,10071,NA,0.9166666666666666,1.9,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000019,Wales,NA,NA,NA,NA,NA,NA,4736,NA,1,2.3,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000020,Wales,NA,NA,NA,NA,NA,NA,6301,NA,0.15384615384615385,3.7,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000021,Wales,NA,NA,NA,NA,NA,NA,3213,NA,0.18181818181818182,2.8,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000022,Wales,NA,NA,NA,NA,NA,NA,10656,467,0.45,13,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000023,Wales,NA,NA,NA,NA,NA,NA,4672,NA,0.42105263157894735,2.6,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
W06000024,Wales,NA,NA,NA,NA,NA,NA,3993,2,1,2.5,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,168284,2987,0.5414634146341464,6.1,NA,NA,NA,NA,5.4,NA
N09000001,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,3,0.1388888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
N09000002,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,1,0.07777777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
N09000003,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,848,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
N09000004,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,0.08333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
N09000005,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
N09000006,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,0.04081632653061224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
N09000007,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,0.04411764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
N09000008,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,0.2153846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
N09000009,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
N09000010,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
N09000011,Northern Ireland and the Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,0.06976744186046512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,0.09333333333333334,NaN,NA,NA,NA,NA,NA,NA
